Heure,Voie 1
ms,°C
,
398405,507.95
398608,507.95
398811,507.69
399013,507.82
399201,507.82
399403,507.27
399606,507.27
399809,507.35
400012,507.1
400215,507.1
400402,506.82
400605,506.82
400807,506.31
401010,506.31
401213,506.39
401400,506.24
401603,506.24
401806,505.9
402009,505.9
402211,505.56
402414,505.5
402601,505.5
402804,505.28
403007,505.28
403210,505.05
403413,505.05
403600,504.75
403803,504.71
404005,504.71
404208,504.41
404411,504.41
404614,504.13
404801,504
405004,504
405207,503.85
405409,503.85
405612,503.71
405815,503.71
406002,503.15
406205,503.36
406408,503.36
406611,503.11
406813,503.11
407001,502.4
407203,502.6
407406,502.6
407609,502.57
407812,502.57
408015,502.17
408202,502.17
408405,501.91
408607,501.89
408810,501.89
409013,501.62
409200,501.62
409403,501.27
409606,500.95
409809,500.95
410011,501.17
410214,501.17
410401,500.78
410604,500.78
410807,500.42
411010,500.21
411213,500.21
411400,500.21
411603,500.21
411805,499.87
412008,499.61
412211,499.61
412414,499.65
412601,499.65
412804,499.38
413007,499.38
413209,499.12
413412,498.76
413615,498.76
413802,498.57
414005,498.57
414208,498.65
414411,498.03
414613,498.03
414801,498.1
415003,498.1
415206,497.91
415409,497.91
415612,497.71
415815,497.05
416002,497.05
416205,497.14
416407,497.14
416610,496.9
416813,496.56
417000,496.56
417203,496.56
417406,496.56
417609,496.48
417811,496.48
418014,496.26
418201,495.65
418404,495.65
418607,495.67
418810,495.67
419013,495.37
419200,495.37
419403,495.41
419605,494.98
419808,494.98
420011,494.77
420214,494.77
420401,494.84
420604,494.43
420807,494.43
421009,494.26
421212,494.26
421415,494.28
421602,494.28
421805,493.96
422008,493.68
422211,493.68
422413,493.34
422601,493.34
422804,493.26
423006,492.92
423209,492.92
423412,492.92
423615,492.92
423802,492.47
424005,492.47
424208,492.68
424410,492.43
424613,492.43
424800,491.87
425003,491.87
425206,491.85
425409,491.7
425612,491.7
425814,491.25
426002,491.25
426204,491.15
426407,491.15
426610,491.13
426813,490.87
427000,490.87
427203,490.57
427406,490.57
427608,490.4
427811,490.25
428014,490.25
428201,490.1
428404,490.1
428607,489.78
428810,489.78
429012,489.8
429200,489.53
429402,489.53
429605,489.21
429808,489.21
430011,488.97
430214,488.95
430401,488.95
430604,488.63
430806,488.63
431009,488.33
431212,488.33
431415,488.42
431602,488.44
431805,488.44
432008,487.88
432210,487.88
432413,487.76
432600,487.91
432803,487.91
433006,487.44
433209,487.44
433412,487.24
433614,487.24
433802,486.9
434004,486.84
434207,486.84
434410,486.65
434613,486.65
434800,486.28
435003,486.14
435206,486.14
435408,486.39
435611,486.39
435814,485.79
436001,485.79
436204,485.43
436407,485.28
436610,485.28
436812,485.18
437000,485.18
437202,484.96
437405,484.66
437608,484.66
437811,484.75
438014,484.75
438201,484.41
438404,484.41
438606,483.94
438809,483.96
439012,483.96
439215,484.17
439402,484.17
439605,483.81
439808,483.26
440010,483.26
440213,483.34
440400,483.34
440603,483.15
440806,483.15
441009,482.66
441212,482.53
441414,482.53
441602,482.6
441804,482.6
442007,482.38
442210,482.04
442413,482.04
442600,482.02
442803,482.02
443006,481.96
443208,481.96
443411,481.66
443614,481.42
443801,481.42
444004,481.34
444207,481.34
444410,481.1
444612,480.68
444800,480.68
445002,480.46
445205,480.46
445408,480.59
445611,480.59
445814,480.31
446001,479.67
446204,479.67
446406,479.82
446609,479.82
446812,479.63
447015,479.57
447202,479.57
447405,479.03
447608,479.03
447810,479.1
448013,479.1
448200,479.08
448403,478.73
448606,478.73
448809,478.26
449012,478.26
449214,478.65
449402,478.65
449604,478.2
449807,477.77
450010,477.77
450213,477.73
450400,477.73
450603,477.75
450806,477.45
451008,477.45
451211,477.2
451414,477.2
451601,477.15
451804,477.15
452007,477
452210,476.53
452412,476.53
452600,476.34
452802,476.34
453005,476.32
453208,476.17
453411,476.17
453614,475.74
453801,475.74
454004,475.83
454207,475.83
454409,475.76
454612,475.29
454815,475.29
455002,475.12
455205,475.12
455408,475.06
455611,475.02
455813,475.02
456001,474.46
456203,474.46
456406,474.42
456609,474.42
456812,474.25
457015,473.88
457202,473.88
457405,473.65
457607,473.65
457810,473.8
458013,473.5
458200,473.5
458403,473.24
458606,473.24
458809,473.05
459011,473.05
459214,472.97
459401,472.79
459604,472.79
459807,472.5
460010,472.5
460213,472.07
460400,472.35
460603,472.35
460805,471.94
461008,471.94
461211,471.7
461414,471.7
461601,471.55
461804,471.6
462007,471.6
462209,471.3
462412,471.3
462615,471.06
462802,470.91
463005,470.91
463208,470.83
463411,470.83
463613,470.61
463801,470.61
464003,470.21
464206,470.42
464409,470.42
464612,470.1
464815,470.1
465002,469.78
465205,469.74
465407,469.74
465610,469.76
465813,469.76
466000,469.46
466203,469.46
466406,468.92
466609,469.27
466811,469.27
467014,468.84
467201,468.84
467404,468.52
467607,468.3
467810,468.3
468013,468.26
468200,468.26
468403,468.07
468605,468.07
468808,467.55
469011,467.58
469214,467.58
469401,467.49
469604,467.49
469807,467.19
470009,467.15
470212,467.15
470415,467.08
470602,467.08
470805,466.85
471008,466.85
471211,466.68
471413,466.44
471601,466.44
471803,466.46
472006,466.46
472209,466.1
472412,466.1
472615,466.1
472802,465.76
473005,465.76
473207,465.84
473410,465.84
473613,465.35
473800,465.18
474003,465.18
474206,465.03
474409,465.03
474611,465.24
474814,464.49
475001,464.49
475204,464.66
475407,464.66
475610,464.49
475813,464.49
476000,464.43
476203,464.06
476405,464.06
476608,463.91
476811,463.91
477014,463.81
477201,463.81
477404,463.46
477607,463.21
477809,463.21
478012,463.34
478215,463.34
478402,463.19
478605,462.69
478808,462.69
479011,462.41
479213,462.41
479401,462.41
479603,462.41
479806,462.16
480009,462.05
480212,462.05
480415,461.77
480602,461.77
480805,461.9
481007,461.54
481210,461.54
481413,461.32
481600,461.32
481803,461.13
482006,461.13
482209,461.07
482411,460.87
482614,460.87
482801,460.59
483004,460.59
483207,460.74
483410,460.36
483613,460.36
483800,460.02
484003,460.02
484205,460.04
484408,460.04
484611,459.97
484814,459.78
485001,459.78
485204,459.42
485407,459.42
485610,459.27
485812,459.14
486000,459.14
486202,458.8
486405,458.8
486608,458.63
486811,458.63
487014,459.05
487201,458.41
487404,458.41
487606,458.31
487809,458.31
488012,458.07
488215,458.14
488402,458.14
488605,457.64
488808,457.64
489010,457.43
489213,457.43
489400,457.45
489603,457.35
489806,457.35
490009,456.83
490212,456.83
490414,456.9
490602,456.75
490804,456.75
491007,456.45
491210,456.45
491413,456.28
491600,456.28
491803,456.11
492006,456.11
492208,456.11
492411,456.04
492614,456.04
492801,455.49
493004,455.55
493207,455.55
493410,455.4
493612,455.4
493800,455
494002,455
494205,454.85
494408,455.06
494611,455.06
494814,454.65
495001,454.65
495204,454.55
495406,454.25
495609,454.25
495812,454.55
496015,454.55
496202,453.99
496405,453.99
496608,453.69
496810,453.91
497013,453.91
497200,453.65
497403,453.65
497606,453.24
497809,453.03
498012,453.03
498214,453.05
498402,453.05
498604,452.88
498807,452.88
499010,452.58
499213,452.56
499400,452.56
499603,452.64
499806,452.64
500008,452.13
500211,451.98
500414,451.98
500601,452.05
500804,452.05
501007,451.7
501210,451.7
501412,451.38
501600,451.34
501802,451.34
502005,451.38
502208,451.38
502411,451.21
502614,450.91
502801,450.91
503004,450.72
503206,450.72
503409,450.64
503612,450.64
503815,450.47
504002,450.1
504205,450.1
504408,450.04
504610,450.04
504813,450.1
505000,450.1
505203,449.74
505406,449.4
505609,449.4
505812,449.29
506014,449.29
506202,449.4
506404,448.8
506607,448.8
506810,448.73
507013,448.73
507200,448.84
507403,448.84
507606,448.71
507808,448.18
508011,448.18
508214,448.31
508401,448.31
508604,448.03
508807,447.56
509010,447.56
509212,447.6
509400,447.6
509602,447.52
509805,447.52
510008,447.45
510211,447.24
510414,447.24
510601,447.22
510804,447.22
511006,446.94
511209,446.7
511412,446.7
511615,446.26
511802,446.26
512005,446.49
512208,446.49
512410,446.47
512613,446.13
512800,446.13
513003,445.91
513206,445.91
513409,445.94
513612,445.51
513814,445.51
514002,445.19
514204,445.19
514407,445.38
514610,445.38
514813,445.53
515000,444.91
515203,444.91
515406,445.12
515608,445.12
515811,444.72
516014,444.67
516201,444.67
516404,444.18
516607,444.18
516810,444.16
517013,444.16
517200,444.16
517403,443.99
517605,443.99
517808,443.5
518011,443.5
518214,443.48
518401,443.39
518604,443.39
518807,443.31
519009,443.31
519212,442.88
519415,442.88
519602,442.94
519805,442.82
520008,442.82
520211,442.47
520413,442.47
520601,442.28
520803,442.32
521006,442.32
521209,442.13
521412,442.13
521615,441.81
521802,441.81
522005,441.45
522207,441.68
522410,441.68
522613,441.34
522800,441.34
523003,441.08
523206,441.21
523409,441.21
523611,440.98
523814,440.98
524001,440.51
524204,440.51
524407,440.44
524610,440.66
524813,440.66
525000,440.49
525203,440.49
525405,439.93
525608,439.93
525811,439.93
526014,439.89
526201,439.89
526404,439.59
526607,439.59
526809,439.42
527012,439.4
527215,439.4
527402,439.27
527605,439.27
527808,439.14
528011,438.95
528213,438.95
528401,438.8
528603,438.8
528806,438.69
529009,438.69
529212,438.35
529415,438.17
529602,438.17
529805,438.09
530007,438.09
530210,437.96
530413,437.68
530600,437.68
530803,437.55
531006,437.55
531209,437.68
531411,437.68
531614,437.3
531801,437.08
532004,437.08
532207,437.13
532410,437.13
532613,437.08
532800,437.08
533003,436.7
533205,436.7
533408,436.7
533611,436.5
533814,436.5
534001,436.05
534204,436.29
534407,436.29
534609,435.76
534812,435.76
535015,435.52
535202,435.41
535405,435.41
535608,435.63
535811,435.63
536013,435.37
536201,435.37
536403,434.98
536606,434.86
536809,434.86
537012,434.86
537215,434.86
537402,434.66
537605,434.26
537807,434.26
538010,434.34
538213,434.34
538400,434.41
538603,434.41
538806,434.06
539009,433.83
539211,433.83
539414,433.98
539601,433.98
539804,433.85
540007,433.38
540210,433.38
540413,433.36
540600,433.36
540803,433.34
541005,433.34
541208,433.16
541411,432.84
541614,432.84
541801,432.95
542004,432.95
542207,432.67
542409,432.39
542612,432.39
542815,432.18
543002,432.18
543205,432.14
543408,432.03
543611,432.03
543813,431.82
544001,431.82
544203,431.45
544406,431.67
544609,431.67
544812,431.13
545015,431.13
545202,431.07
545405,431.07
545607,431.07
545810,430.77
546013,430.77
546200,430.66
546403,430.74
546606,430.74
546809,430.42
547011,430.42
547214,430.25
547402,430.02
547604,430.02
547807,429.74
548010,429.74
548213,429.48
548400,429.65
548603,429.65
548806,429.48
549008,429.39
549211,429.39
549414,429.35
549601,429.35
549804,429.01
550007,428.99
550210,428.99
550412,428.9
550600,428.9
550802,428.62
551005,428.28
551208,428.28
551411,428.32
551614,428.32
551801,428.02
552004,427.87
552206,427.87
552409,428.02
552612,428.09
552815,428.09
553002,427.74
553205,427.74
553408,427.33
553610,427.23
553813,427.23
554000,427.08
554203,427.08
554406,427.1
554609,426.78
554812,426.78
555014,426.67
555202,426.67
555404,426.73
555607,426.67
555810,426.67
556013,426.56
556200,426.56
556403,426.45
556606,426
556808,426
557011,425.87
557214,425.75
557401,425.75
557604,425.45
557807,425.45
558010,425.47
558212,425.27
558400,425.27
558602,425.36
558805,425.36
559008,425.25
559211,425.19
559414,425.19
559601,424.84
559804,424.84
560006,424.57
560209,424.46
560412,424.46
560615,424.24
560802,424.35
561005,424.35
561208,424.16
561410,424.16
561613,423.94
561800,423.99
562003,423.99
562206,423.71
562409,423.71
562612,423.54
562814,423.3
563002,423.3
563204,423.21
563407,423.21
563610,422.78
563813,422.76
564000,422.76
564203,422.78
564406,422.48
564608,422.48
564811,422.63
565014,422.63
565201,422.46
565404,422.42
565607,422.42
565810,422.08
566012,422.08
566200,421.86
566402,421.69
566605,421.69
566808,421.28
567011,421.28
567214,421.52
567401,421.2
567604,421.2
567806,421.28
568009,420.9
568212,420.9
568415,421.07
568602,421.07
568805,420.96
569008,420.62
569210,420.62
569413,420.49
569600,420.49
569803,420.06
570006,419.84
570209,419.84
570412,419.69
570614,419.69
570802,419.78
571004,419.69
571207,419.69
571410,419.65
571613,419.44
571800,419.44
572003,419.12
572206,419.12
572408,419.14
572611,418.77
572814,418.77
573001,418.56
573204,418.56
573407,418.62
573610,418.54
573812,418.54
574000,418.28
574202,418.28
574405,418.17
574608,418.11
574811,418.11
575014,417.85
575201,417.85
575404,417.96
575606,417.61
575809,417.61
576012,417.38
576215,417.25
576402,417.25
576605,417.25
576808,417.25
577010,416.86
577213,416.84
577400,416.84
577603,416.95
577806,416.95
578009,416.67
578212,416.8
578414,416.8
578602,416.39
578805,416.39
579007,416.13
579210,416.07
579413,416.07
579600,415.94
579803,415.55
580006,415.55
580209,415.45
580411,415.45
580614,415.57
580801,415.4
581004,415.4
581207,415.32
581410,415.32
581613,415.17
581800,414.95
582003,414.95
582205,414.61
582408,414.61
582611,414.65
582814,414.33
583001,414.33
583204,414.31
583407,414.18
583609,414.18
583812,414.14
584015,414.14
584202,414.07
584405,414.03
584608,414.03
584811,413.86
585013,413.86
585201,413.47
585403,413.3
585606,413.3
585809,413.13
586012,413.13
586215,413.21
586402,412.83
586605,412.83
586807,413.09
587010,412.98
587213,412.98
587400,412.7
587603,412.7
587806,412.57
588009,412.38
588211,412.38
588414,412.06
588601,412.06
588804,412.06
589007,411.93
589210,411.93
589413,411.69
589600,411.69
589803,411.67
590005,411.63
590208,411.63
590411,411.41
590614,411.39
590801,411.39
591004,411.11
591207,411.11
591409,410.85
591612,410.68
591815,410.68
592002,410.62
592205,410.62
592408,410.32
592611,410.06
592813,410.06
593001,410.04
593203,410.04
593406,410.06
593609,409.87
593812,409.87
594015,409.82
594202,409.82
594405,409.56
594607,409.59
594810,409.59
595013,409.24
595200,409.01
595403,409.01
595606,408.86
595809,408.86
596011,408.9
596214,408.73
596401,408.73
596604,408.55
596807,408.55
597010,408.75
597213,408.4
597400,408.4
597603,408.32
597805,408.32
598008,407.93
598211,407.95
598414,407.95
598601,407.69
598804,407.59
599007,407.59
599209,407.52
599412,407.52
599615,407.29
599802,407.29
600005,407.29
600208,407.2
600411,407.2
600613,407.11
600801,406.92
601003,406.92
601206,406.51
601409,406.51
601612,406.38
601815,406.3
602002,406.3
602205,406.19
602407,406.23
602610,406.23
602813,406.15
603000,406.15
603203,406.02
603406,405.76
603609,405.76
603811,405.74
604014,405.74
604201,405.69
604404,405.16
604607,405.16
604810,405.07
605013,405.07
605200,404.73
605403,404.9
605605,404.9
605808,404.86
606011,404.79
606214,404.79
606401,404.73
606604,404.73
606807,404.47
607009,404.36
607212,404.36
607415,404.15
607602,404.15
607805,403.8
608008,403.74
608211,403.74
608413,403.5
608601,403.5
608803,403.48
609006,403.41
609209,403.41
609412,403.61
609615,403.39
609802,403.39
610005,403.24
610208,403.24
610410,402.92
610613,402.64
610800,402.64
611003,402.58
611206,402.58
611409,402.51
611612,402.17
611814,402.17
612002,402.25
612204,402.25
612407,402.34
612610,402.06
612813,402.06
613000,402.08
613203,402.08
613406,401.82
613608,401.59
613811,401.59
614014,401.52
614201,401.41
614404,401.41
614607,401.31
614810,401.31
615012,401.16
615200,400.9
615402,400.9
615605,401.11
615808,401.11
616011,400.81
616214,400.7
616401,400.7
616604,400.53
616806,400.53
617009,400.32
617212,400.32
617415,400.32
617602,400.04
617805,399.78
618008,399.78
618210,399.74
618413,399.74
618600,399.8
618803,399.74
619006,399.74
619209,399.67
619412,399.67
619614,399.54
619802,399.09
620004,399.09
620207,398.98
620410,398.98
620613,398.79
620800,398.81
621003,398.81
621206,398.57
621408,398.62
621611,398.62
621814,398.57
622001,398.57
622204,398.4
622407,398.25
622610,398.25
622812,397.78
623000,397.78
623202,398.21
623405,397.65
623608,397.65
623811,397.56
624014,397.56
624201,397.37
624404,397.3
624606,397.3
624809,397.17
625012,397.24
625215,397.24
625402,397.09
625605,397.09
625808,397.02
626010,396.76
626213,396.76
626400,396.46
626603,396.46
626806,396.31
627009,396.48
627212,396.48
627414,395.88
627602,395.88
627804,395.86
628007,396.03
628210,396.03
628413,395.84
628600,395.84
628803,395.88
629006,395.6
629208,395.6
629411,395.53
629614,395.17
629801,395.17
630004,395
630207,395
630410,395.02
630612,394.71
630800,394.71
631002,394.89
631205,394.89
631408,394.82
631611,394.65
631814,394.65
632001,394.48
632204,394.48
632406,394.52
632609,394.07
632812,394.07
633015,393.98
633202,393.79
633405,393.79
633608,393.62
633810,393.62
634013,393.49
634200,393.53
634403,393.53
634606,393.34
634809,393.34
635012,393.27
635214,393.16
635402,393.16
635604,393.06
635807,393.06
636010,392.69
636213,392.88
636400,392.88
636603,392.6
636806,392.3
637008,392.3
637211,392.19
637414,392.19
637601,391.96
637804,391.85
638007,391.85
638210,391.87
638412,391.87
638600,391.96
638802,391.42
639005,391.42
639208,391.61
639411,391.61
639614,391.18
639801,390.88
640004,390.88
640206,390.81
640409,391.01
640612,391.01
640815,390.86
641002,390.86
641205,390.73
641408,390.64
641611,390.64
641813,390.34
642001,390.34
642203,390.38
642406,390.25
642609,390.25
642812,389.74
643015,389.74
643202,389.69
643405,389.63
643607,389.63
643810,389.56
644013,389.46
644200,389.46
644403,389.39
644606,389.39
644809,389.43
645011,389.24
645214,389.24
645401,388.98
645604,388.98
645807,388.92
646010,388.46
646213,388.46
646400,388.68
646603,388.68
646805,388.46
647008,388.12
647211,388.12
647414,388.31
647601,388.31
647804,388.16
648007,388.01
648209,388.01
648412,387.97
648615,387.95
648802,387.95
649005,387.47
649208,387.47
649411,387.56
649613,387.19
649801,387.19
650003,387.11
650206,387.11
650409,387.06
650612,387.21
650815,387.21
651002,386.87
651205,386.87
651407,386.98
651610,386.61
651813,386.61
652000,386.25
652203,386.25
652406,386.25
652609,386.09
652811,386.09
653014,385.92
653201,386.07
653404,386.07
653607,385.81
653810,385.81
654013,385.66
654200,385.49
654403,385.49
654605,385.47
654808,385.47
655011,385.43
655214,385
655401,385
655604,384.91
655807,384.74
656009,384.74
656212,384.54
656415,384.54
656602,384.65
656805,384.59
657008,384.59
657211,384.41
657413,384.41
657601,384.41
657803,384.11
658006,384.11
658209,383.94
658412,383.94
658615,383.68
658802,383.53
659005,383.53
659207,383.29
659410,383.38
659613,383.38
659800,383.36
660003,383.36
660206,383.34
660409,383.25
660611,383.25
660814,383.18
661001,383.18
661204,383.06
661407,382.78
661610,382.78
661813,382.69
662000,382.69
662203,382.69
662405,382.39
662608,382.39
662811,382.21
663014,382.17
663201,382.17
663404,382.06
663607,382.06
663809,382.04
664012,381.96
664215,381.96
664402,381.4
664605,381.4
664808,381.48
665011,381.46
665213,381.46
665401,381.14
665603,381.14
665806,380.81
666009,380.9
666212,380.9
666415,380.79
666602,380.79
666805,380.73
667007,380.92
667210,380.92
667413,380.45
667600,380.25
667803,380.25
668006,380.17
668209,380.17
668411,379.89
668614,379.74
668801,379.74
669004,379.8
669207,379.8
669410,379.61
669613,379.3
669800,379.3
670003,379.54
670205,379.54
670408,379.54
670611,379.2
670814,379.2
671001,379.04
671204,378.81
671407,378.81
671609,378.48
671812,378.48
672015,378.85
672202,378.42
672405,378.42
672608,378.55
672811,378.55
673014,378.46
673201,378.22
673404,378.22
673606,378.25
673809,378.25
674012,377.9
674215,377.75
674402,377.75
674605,377.6
674808,377.47
675010,377.47
675213,377.4
675400,377.4
675603,377.27
675806,377.23
676009,377.23
676212,377.32
676414,377.32
676602,377.19
676804,376.86
677007,376.86
677210,376.82
677413,376.82
677600,376.41
677803,376.52
678006,376.52
678208,376.34
678411,376.17
678614,376.17
678801,376.22
679004,376.22
679207,376.06
679410,375.87
679612,375.87
679800,375.74
680002,375.74
680205,375.61
680408,375.33
680611,375.33
680814,375.09
681001,375.09
681204,375.26
681406,375.09
681609,375.09
681812,375.11
682015,374.88
682202,374.88
682405,374.64
682608,374.64
682810,374.7
683013,374.53
683200,374.53
683403,374.38
683606,374.38
683809,374.21
684012,373.93
684214,373.93
684402,373.88
684604,373.88
684807,373.65
685010,373.73
685213,373.73
685400,373.8
685603,373.8
685806,373.71
686008,373.3
686211,373.3
686414,373.28
686601,373.08
686804,373.08
687007,372.85
687210,372.85
687412,372.74
687600,372.65
687802,372.65
688005,372.5
688208,372.5
688411,372.72
688614,372.5
688801,372.5
689004,372.26
689206,372.26
689409,371.9
689612,372.11
689815,372.11
690002,371.79
690205,371.4
690408,371.4
690610,371.57
690813,371.57
691000,371.16
691203,371.38
691406,371.38
691609,371.14
691812,371.14
692014,371.25
692202,370.92
692404,370.92
692607,370.99
692810,370.99
693013,370.56
693200,370.49
693403,370.49
693606,370.38
693808,370.02
694011,370.02
694214,370.04
694401,370.04
694604,369.93
694807,370.06
695010,370.06
695212,370.17
695400,370.17
695602,369.76
695805,369.74
696008,369.74
696211,369.43
696414,369.43
696601,369.15
696804,369.09
697006,369.09
697209,369.13
697412,368.93
697615,368.93
697802,368.96
698005,368.96
698208,368.98
698410,368.96
698613,368.96
698800,368.93
699003,368.93
699206,368.41
699409,368.24
699612,368.24
699814,368.18
700002,368.18
700204,367.83
700407,367.74
700610,367.74
700813,367.83
701000,367.83
701203,367.85
701406,367.77
701608,367.77
701811,367.42
702014,367.31
702201,367.31
702404,367.25
702607,367.25
702810,367.05
703012,366.88
703200,366.88
703402,366.73
703605,366.73
703808,366.6
704011,366.55
704214,366.55
704401,366.36
704604,366.36
704807,366.29
705009,366.29
705212,366.29
705415,366.36
705602,365.99
705805,365.99
706008,365.69
706211,365.69
706413,365.64
706601,365.8
706803,365.8
707006,365.56
707209,365.56
707412,365.47
707615,365.51
707802,365.51
708005,365.23
708207,365.23
708410,365.17
708613,364.84
708800,364.84
709003,364.76
709206,364.8
709409,364.8
709611,364.84
709814,364.84
710001,364.48
710204,364.45
710407,364.45
710610,364.39
710813,364.39
711000,364.28
711203,364
711405,364
711608,363.98
711811,363.98
712014,363.76
712201,363.65
712404,363.65
712607,363.5
712809,363.29
713012,363.29
713215,363.33
713402,363.33
713605,363.22
713808,363.22
714011,363.22
714213,362.98
714401,362.98
714603,362.83
714806,362.61
715009,362.61
715212,362.57
715415,362.57
715602,362.4
715805,362.09
716007,362.09
716210,362.2
716413,362.27
716600,362.27
716803,361.99
717006,361.99
717209,362.07
717411,361.66
717614,361.66
717801,361.62
718004,361.62
718207,361.64
718410,361.29
718613,361.29
718800,361.29
719003,361.29
719205,361.12
719408,361.14
719611,361.14
719814,360.88
720001,360.88
720204,360.73
720407,360.9
720609,360.9
720812,360.75
721015,360.62
721202,360.62
721405,360.21
721608,360.21
721811,360.41
722013,359.95
722201,359.95
722403,359.89
722606,359.89
722809,359.74
723012,359.84
723215,359.84
723402,359.78
723605,359.78
723807,359.65
724010,359.67
724213,359.67
724400,359.26
724603,359.15
724806,359.15
725009,359
725211,359
725414,358.98
725601,358.7
725804,358.7
726007,358.59
726210,358.59
726413,358.66
726600,358.63
726803,358.63
727005,358.31
727208,358.31
727411,358.4
727614,358.29
727801,358.29
728004,358.01
728207,358.07
728409,358.07
728612,357.62
728815,357.62
729002,357.77
729205,357.53
729408,357.53
729611,357.55
729813,357.55
730001,357.62
730203,357.32
730406,357.32
730609,357.27
730812,357.27
731015,356.86
731202,356.97
731405,356.97
731607,356.54
731810,356.76
732013,356.76
732200,356.5
732403,356.5
732606,356.37
732809,356.37
733011,356.37
733214,356.26
733401,356.26
733604,356.19
733807,355.8
734010,355.8
734213,355.78
734400,355.78
734603,355.65
734806,355.46
735008,355.46
735211,355.46
735414,355.33
735601,355.33
735804,355.18
736007,355.18
736210,355.39
736412,355.44
736600,355.44
736802,355.22
737005,355.22
737208,354.75
737411,354.77
737614,354.77
737801,354.36
738004,354.36
738206,354.19
738409,354.44
738612,354.44
738815,354.23
739002,354.23
739205,354.16
739408,354.21
739610,354.21
739813,353.99
740000,353.86
740203,353.86
740406,353.65
740609,353.65
740812,353.45
741014,353.32
741202,353.32
741404,353.19
741607,353.19
741810,353.02
742013,353
742200,353
742403,353.11
742606,353.11
742808,352.93
743011,352.85
743214,352.85
743401,352.57
743604,352.37
743807,352.37
744010,352.37
744212,352.37
744400,352.18
744602,352.09
744805,352.09
745008,351.85
745211,351.85
745414,351.94
745601,352.07
745804,352.07
746006,351.85
746209,351.85
746412,351.74
746615,351.49
746802,351.49
747005,351.27
747208,351.29
747410,351.29
747613,350.71
747800,350.71
748003,351.23
748206,350.84
748409,350.84
748612,350.97
748814,350.97
749002,350.88
749204,350.82
749407,350.82
749610,350.66
749813,350.66
750000,350.43
750203,350.25
750406,350.25
750608,349.95
750811,349.84
751014,349.84
751201,349.73
751404,349.73
751607,349.71
751810,349.76
752012,349.76
752200,349.69
752402,349.69
752605,349.5
752808,349.41
753011,349.41
753214,349.1
753401,349.1
753604,349.08
753806,348.82
754009,348.82
754212,348.6
754415,348.67
754602,348.67
754805,348.67
755008,348.67
755210,348.67
755413,348.47
755600,348.47
755803,348.52
756006,348.52
756209,348.26
756412,348.04
756614,348.04
756802,347.91
757004,347.91
757207,347.63
757410,347.82
757613,347.82
757800,347.54
758003,347.54
758206,347.67
758408,347.45
758611,347.45
758814,347.08
759001,347.23
759204,347.23
759407,346.93
759610,346.93
759812,347.02
760000,346.34
760202,346.34
760405,346.84
760608,346.84
760811,346.54
761014,346.3
761201,346.3
761404,346.43
761606,346.43
761809,346.26
762012,346.08
762215,346.08
762402,346.36
762605,345.97
762808,345.97
763010,345.76
763213,345.76
763400,345.73
763603,345.47
763806,345.47
764009,345.47
764212,345.47
764414,345.39
764602,345.39
764804,345.39
765007,345.34
765210,345.34
765413,345.47
765600,344.84
765803,344.84
766006,344.6
766209,344.78
766411,344.78
766614,344.43
766801,344.43
767004,344.43
767207,344.43
767410,344.43
767613,344.21
767800,344.21
768003,344.28
768205,344.17
768408,344.17
768611,344
768814,344
769001,343.76
769204,343.5
769407,343.5
769609,343.39
769812,343.17
770015,343.17
770202,343.3
770405,343.3
770608,343.34
770811,343.19
771013,343.19
771201,343.36
771403,343.36
771606,342.93
771809,342.82
772012,342.82
772215,342.84
772402,342.84
772605,342.45
772807,342.15
773010,342.15
773213,342.21
773400,342.21
773603,342.13
773806,342.17
774009,342.17
774211,342.39
774414,342.21
774601,342.21
774804,341.91
775007,341.91
775210,341.84
775413,341.56
775600,341.56
775803,341.32
776005,341.32
776208,341.47
776411,341.19
776614,341.19
776801,341.06
777004,341.06
777207,341.19
777409,341.13
777612,341.13
777815,340.89
778002,340.6
778205,340.6
778408,340.23
778611,340.23
778813,340.3
779001,340.17
779203,340.17
779406,340.19
779609,340.19
779812,339.89
780015,339.91
780202,339.91
780405,339.73
780607,339.73
780810,339.65
781013,339.67
781200,339.67
781403,339.54
781606,339.52
781809,339.52
782011,339.17
782214,339.17
782401,339.06
782604,339
782807,339
783010,338.63
783213,338.63
783400,338.76
783603,338.86
783805,338.86
784008,338.82
784211,338.82
784414,338.52
784601,338.47
784804,338.47
785007,338.32
785209,338
785412,338
785615,338.26
785802,338.26
786005,337.82
786208,337.97
786411,337.97
786613,337.82
786801,337.82
787003,337.93
787206,337.5
787409,337.5
787612,337.36
787815,337.36
788002,337.06
788205,337.08
788407,337.08
788610,336.93
788813,336.84
789000,336.84
789203,336.69
789406,336.69
789609,336.84
789811,336.73
790014,336.73
790201,336.56
790404,336.56
790607,336.54
790810,336.08
791013,336.08
791200,336.13
791403,336.13
791605,335.91
791808,335.86
792011,335.86
792214,335.71
792401,335.71
792604,335.67
792807,335.63
793009,335.63
793212,335.6
793415,335.54
793602,335.54
793805,335.32
794008,335.32
794211,335.1
794413,335.02
794601,335.02
794803,334.76
795006,334.76
795209,334.67
795412,334.63
795615,334.63
795802,334.69
796005,334.69
796207,334.67
796410,334.56
796613,334.56
796800,334.5
797003,334.39
797206,334.39
797409,334.15
797612,334.15
797814,333.97
798002,333.86
798204,333.86
798407,333.54
798610,333.54
798813,333.39
799000,333.63
