Heure,Voie 1
69601,25.95
69804,26.65
70007,26.29
70210,26.01
70412,25.91
70600,26.19
70802,26.11
71005,26.47
71208,26.29
71411,25.59
71614,26.13
71801,26.31
72004,25.86
72206,26.51
72409,26.15
72612,26.7
72815,26.44
73002,26.35
73205,26.17
73408,26
73610,26.44
73813,26.28
74000,26.38
74203,26.47
74406,26.53
74609,26.71
74812,26.71
75014,26.69
75202,26.25
75404,25.82
75607,26.35
75810,26.17
76013,26.89
76200,26.35
76403,26.35
76606,26.53
76808,26.98
77011,26.89
77214,26.35
77401,26.17
77604,26.63
77807,26.74
78010,26.74
78213,26.55
78400,26
78603,26.35
78805,26.08
79008,26.53
79211,26.28
79414,25.66
79601,26.47
79804,26.02
80007,26.74
80209,26.38
80412,25.66
80615,26.19
80802,25.74
81005,26.74
81208,26.08
81411,25.82
81613,26.08
81801,26.17
82003,26.2
82206,26.2
82409,25.84
82612,26.2
82815,25.75
83002,26.02
83205,26.26
83407,26.17
83610,26.26
83813,26.08
84000,25.64
84203,26.06
84406,26.33
84609,26.05
84811,25.96
85014,26.33
85201,26.42
85404,26.69
85607,25.98
85810,26.26
86013,25.61
86200,26.35
86403,26.69
86605,26.42
86808,26.24
87011,25.97
87214,26.24
87401,26.51
87604,26.5
87807,26.31
88009,25.77
88212,26.04
88415,26.13
88602,26.67
88805,26.22
89008,26.31
89211,26.49
89413,25.93
89601,26.29
89803,26.2
90006,26.65
90209,26.11
90412,26.31
90615,26.67
90802,26.03
91005,26.85
91207,25.96
91410,26.69
91613,26.33
91800,26.51
92003,26.51
92206,26.24
92409,26.41
92611,26.49
92814,26.31
93001,26.67
93204,26.05
93407,26.24
93610,26.33
93813,26.52
94000,26.53
94203,26.33
94405,26.44
94608,26.53
94811,26.36
95014,27.1
95201,25.92
95404,26.17
95607,26
95809,26.11
96012,26.74
96215,25.93
96402,26.29
96605,25.84
96808,25.73
97011,26.71
97213,26.26
97401,26.53
97603,26.35
97806,25.9
98009,25.84
98212,25.84
98415,26.11
98602,26.02
98805,26.11
99007,25.66
99210,26.2
99413,26.02
99600,26.38
99803,26.02
100006,25.84
100209,26.29
100411,26
100614,26.51
100801,26.14
101004,26.13
101207,26.24
101410,26.13
101613,26.31
101800,26.42
102003,25.79
102205,25.88
102408,26.24
102611,26.13
102814,26.22
103001,26.31
103204,26.04
103407,25.87
103609,25.95
103812,26.31
104015,26.22
104202,26.85
104405,26.42
104608,26.51
104811,26.69
105013,26.35
105201,26.35
105403,26.44
105606,26.17
105809,26.74
106012,26.56
106215,26.56
106402,26.2
106605,26.56
106807,26.92
107010,26.38
107213,26.92
107400,26.53
107603,26.35
107806,26.52
108009,26.51
108211,26.69
108414,26.6
108601,26.33
108804,26.24
109007,26.61
109210,26.35
109413,26.35
109600,26.35
109803,26.53
110006,26.35
110208,26.71
110411,26.33
110614,26.15
110801,26.5
111004,26.13
111207,26.65
111410,26.31
111612,26.13
111800,25.96
112002,26.06
112205,26.51
112408,26.41
112611,26.13
112814,26.22
113001,25.69
113204,25.61
113406,26.34
113609,25.97
113812,26.15
114015,26.06
114202,25.77
114405,25.97
114608,25.97
114810,26.24
115013,25.88
115200,25.97
115403,25.88
115622,26.24
115809,25.97
116012,26.43
116214,26.71
116402,26.44
116604,26.35
116807,26.44
117010,26.08
117213,26.53
117400,26.17
117603,26.2
117806,26.47
118008,26.2
118211,26.56
118414,26.29
118601,25.84
118804,25.93
119007,25.93
119210,26.56
119412,26.29
119600,26.02
119802,26.2
120005,25.93
120208,26.92
120411,26.02
120614,25.84
120801,25.84
121004,26.1
121206,26.17
121409,26.17
121612,25.61
121815,26.16
122002,26.06
122205,25.97
122408,25.88
122610,25.97
122813,25.69
123000,25.68
123203,26.13
123406,26.11
123609,26.11
123812,25.93
124014,25.92
124202,25.91
124404,25.73
124607,26.08
124810,25.93
125013,26.19
125200,25.73
125403,25.91
125606,26.26
125808,25.92
126011,26.38
126214,26.11
126401,26.01
126604,26.11
126807,25.91
127010,25.99
127212,26.06
127400,26.33
127602,26.08
127805,25.91
128008,26.17
128211,26.26
128414,26.11
128601,26.11
128804,26.2
129006,26.56
129209,26.65
129412,26.29
129615,26.11
129802,26.67
130005,26.41
130208,26.51
130410,26.69
130613,26.6
130800,26.51
131003,26.51
131206,26.51
131409,26.42
131612,26.42
131814,26.69
132002,26.7
132204,26.35
132407,26.53
132610,26.44
132813,26.71
133000,26.25
133203,26.35
133406,26.26
133608,26.53
133811,26.51
134014,26.24
134201,26.33
134404,26.06
134607,26.13
134810,26.13
135012,26.12
135200,26.31
135402,26.21
135605,26.38
135808,26.13
136011,26.49
136214,25.95
136401,26.06
136604,26.33
136806,26.15
137009,26.34
137212,26.35
137415,25.82
137602,25.82
137805,26.2
138008,26.1
138210,26.2
138413,26.02
138600,26.38
138803,26.2
139006,26.2
139209,26.02
139412,26.02
139614,26.02
139802,26.38
140004,26.17
140207,26.53
140410,25.91
140613,25.97
140800,25.59
141003,26.22
141206,25.95
141409,25.86
141611,26.4
141814,25.77
142001,26.23
142204,26.51
142407,25.97
142610,26.34
142813,25.79
143000,26.15
143203,26.15
143405,25.95
143608,26.21
143811,26.11
144014,26.3
144201,26.31
144404,26.49
144607,26.23
144809,25.79
145012,26.32
145215,26.86
145402,26.33
145605,26.61
145808,26
146011,26.26
146213,26.36
146401,26.17
146603,26.53
146806,26.71
147009,26.53
147212,26.55
147415,26.56
147602,26.28
147805,26.35
148007,26.47
148210,26.47
148413,26.92
148600,26.38
148803,26.17
149006,26.52
149209,26.5
149411,26.67
149614,26.13
149801,25.77
150004,26.22
150207,26.32
150410,26.15
150613,26.33
150800,26.31
151003,26.4
151205,26.04
151408,25.95
151611,25.79
151814,25.61
152001,26.24
152204,26.16
152407,26
152609,25.9
152812,26.17
153015,25.91
153202,26.01
153405,26.38
153608,26.11
153811,26.02
154013,26.01
154201,26.01
154403,26.17
154606,26.06
154809,26.15
155012,26.24
155215,26.15
155402,26.33
155605,25.9
155807,25.64
156010,25.92
156213,26.55
156400,26.53
156603,25.99
156806,25.82
157009,25.89
157211,26.34
157414,26.35
157601,25.99
157804,25.82
158007,26.17
158210,26.43
158413,26.69
158600,26.06
158803,26.51
159005,25.97
159208,26.33
159411,26.49
159614,26.31
159801,26.49
160004,26.14
160207,26.41
160409,26.15
160612,26.42
160815,26.6
161002,26.69
161205,26.06
161408,25.97
161611,26.33
161813,26.33
162001,26.69
162203,26.43
162406,25.79
162609,26.35
162812,26.26
163015,26.02
163202,26.29
163405,26.2
163607,26.2
163810,26.35
164013,26.69
164200,26.34
164403,26.33
164606,26.44
164809,26.35
165011,26.35
165214,26.08
165401,26
165604,26.26
165807,26.89
166010,27.25
166213,26.99
166400,26.74
166603,26.53
166805,26.71
167008,27.43
167211,27.25
167414,26.92
167601,27.28
167804,27.64
168007,27.82
168209,27.37
168412,27.64
168615,28.08
168802,28.35
169005,28.35
169208,28.53
169411,28.71
169613,28.53
169801,28.89
170003,31.04
170206,52.79
170409,86.65
170612,121.12
170815,170.67
171002,216.44
171205,270.27
171407,321.91
171610,370.41
171813,418.75
172000,462.33
172203,501.36
172406,534.4
172609,563.21
172812,579.59
173014,601.34
173202,619.91
173404,634.99
173607,648.73
173810,659.55
174013,669.2
174200,673.68
174403,680.93
174606,686.78
174808,691.1
175011,695.6
175214,698.55
175401,700.62
175604,701.67
175807,703.41
176010,704.62
176212,705.05
176400,705.31
176602,705.66
176805,705.48
177008,704.62
177211,704.35
177414,704.25
177601,702.95
177804,702.32
178006,701.1
178209,700.48
178412,699.35
178615,698.38
178802,697.25
179005,695.52
179208,694.13
179410,693.44
179613,692.06
179800,691.03
180003,689.49
180206,688.96
180409,687.49
180612,686.37
180814,684.92
181002,684.14
181204,682.93
181407,681.9
181610,680.84
181813,679.8
182000,678.42
182203,678.08
182406,676.76
182608,675.81
182811,674.69
183014,673.23
183201,672.45
183404,671.65
183607,670.64
183810,669.45
184012,668.92
184200,667.99
184402,666.72
184605,665.51
184808,664.82
185011,664.13
185214,663.12
185401,662.78
185604,661.48
185806,660.71
186009,659.67
186212,658.84
186415,657.54
186602,657.46
186805,656.6
187008,655.66
187210,654.72
187413,653.85
187600,653.51
187803,652.4
188006,651.45
188209,650.6
188412,649.91
188614,649.39
188802,648.19
189004,647.16
189207,646.73
189410,645.62
189613,645.79
189800,644.42
190003,643.9
190206,643.21
190408,642.36
190611,641.58
190814,641.33
191001,640.98
191204,639.86
191407,638.75
191610,638.78
191812,637.74
192000,636.88
192202,637.13
192405,636.54
192608,636.18
192811,635.66
193014,635.67
193201,634.8
193404,634.31
193606,634.2
193809,634.29
194012,633.43
194215,633.43
194402,633.34
194605,633.09
194808,632.74
195010,632.74
195213,632.57
195400,632.64
195603,632.21
195806,632.8
196009,632.89
196212,632.7
196414,632.53
196602,633.04
196804,632.85
197007,632.53
197210,632.86
197413,633.02
197600,632.53
197803,632.95
198006,632.33
198208,632.51
198411,633.02
198614,632.94
198801,632.36
199004,632.51
199207,632.69
199410,632.6
199612,632.87
199800,632.38
200002,632.55
200205,632.38
200408,632.46
200611,632.89
200814,632.46
201001,632.55
201204,632.55
201406,632.63
201609,632.7
201812,632.53
202015,632.72
202202,632.55
202405,632.55
202608,632.03
202811,632.29
203013,631.86
203201,632.04
203403,632.38
203606,632.38
203809,632.21
204012,631.69
204215,631.95
204402,631.84
204605,632.3
204807,631.84
205010,631.84
205213,632.1
205400,631.82
205603,631.92
205806,631.99
206009,631.65
206211,631.13
206414,630.94
206601,631.65
206804,631.13
207007,631.2
207210,631.45
207413,631.54
207600,631.09
207803,630.92
208005,631.34
208208,631.09
208411,631.17
208614,630.75
208801,631.43
209004,631.1
209207,630.77
209409,630.77
209612,630.42
209815,630.76
210002,630.4
210205,630.94
210408,630.43
210611,630.45
210813,630.61
211001,630.62
211203,630.62
211406,630.1
211609,630.79
211812,630.45
212015,630.79
212202,630.52
212405,630.08
212607,630.25
212810,630.08
213013,630.25
213200,630.08
213403,630.25
213606,630.18
213809,630.27
214011,630.29
214214,630.47
214401,630.3
214604,630.06
214807,630.15
215010,630.08
215213,630.34
215400,630.17
215603,629.71
215805,629.61
216008,629.7
216211,628.92
216414,629.44
216601,629.44
216804,629.78
217007,629.1
217209,629.01
217412,629.1
217615,629.21
217802,628.77
218005,629.12
218208,629.14
218411,628.97
218613,628.97
218801,628.45
219003,628.97
219206,629.14
219409,628.8
219612,628.27
219815,628.95
220002,628.6
220205,628.26
220407,628.41
220610,628.24
220813,628.07
221000,628.06
221203,628.9
221406,628.32
221609,627.9
221811,628.07
222014,628.24
222201,628.24
222404,628.08
222607,627.23
222810,627.84
223013,628.09
223200,627.58
223403,627.56
223605,627.55
223808,627.38
224011,627.38
224214,627.38
224401,627.04
224604,627.21
224807,626.7
225009,627.14
225212,627.06
225415,626.46
225602,627.58
225805,626.72
226008,626.38
226211,626.2
226413,626.64
226601,626.01
226803,626.01
227006,626.27
227209,626.53
227412,626.17
227615,625.99
227802,626.17
228005,625.67
228207,626.1
228410,625.84
228613,625.67
228800,625.77
229003,626.18
229206,625.92
229409,625.48
229611,625.73
229814,625.82
230001,625.48
230204,625.05
230407,625.33
230610,625.3
230813,624.62
231000,624.96
231203,625.14
231405,625.13
231608,624.71
231811,624.64
232014,624.99
232201,624.32
232404,624.75
232607,624.17
232809,624.51
233012,624
233215,624.51
233402,624.07
233605,624.83
233808,624.23
234011,623.79
234214,623.8
234401,623.81
234604,623.81
234806,623.89
235009,624
235212,623.48
235415,623.14
235602,623.92
235805,623.34
236008,623.16
236210,622.97
236413,623.49
236600,623.14
236803,622.97
237006,622.89
237209,622.46
237412,622.97
237614,622.63
237802,622.26
238004,622.7
238207,622.61
238410,622.45
238613,622.8
238800,622.2
239003,622.63
239206,622.2
239408,621.94
239611,622.63
239814,621.77
240001,622.11
240204,621.34
240407,621.77
240610,621.77
240812,621.58
241000,621.07
241202,621.58
241405,620.72
241608,620.96
241811,621.04
242014,620.96
242201,621.02
242404,620.68
242606,620.86
242809,620.68
243012,620.68
243215,620.51
243402,620.57
243605,620.49
243808,620.14
244010,619.98
244213,620.68
244400,619.92
244603,619.16
244806,619.94
245009,619.35
245212,619.87
245414,619.09
245602,620.02
245804,619.27
246007,618.67
246210,619.29
246413,619.2
246600,619.37
246803,619.22
247006,619.37
247208,619.2
247411,618.88
247614,618.6
247801,619.2
248004,618.17
248207,618.26
248410,618.52
248612,618.51
248800,618.32
249002,618.15
249205,617.96
249408,618.13
249611,617.62
249814,617.62
250001,617.96
250204,617.62
250406,617.62
250609,617.71
250812,617.79
251015,617.13
251202,616.76
251405,617.19
251608,617.1
251810,617.1
252013,616.67
252200,617.25
252403,616.4
252606,616.23
252809,616.4
253012,616.72
253214,616.03
253402,616.21
253604,616.55
253807,616.29
254010,616.05
254213,616.13
254400,616.03
254603,615.52
254806,615.43
255008,615.86
255211,615.52
255414,615.35
255601,615.18
255804,615.43
256007,615.69
256210,614.99
256412,614.98
256600,615.07
256802,614.81
257005,614.47
257208,614.83
257411,615.35
257614,614.5
257801,614.51
258004,614.61
258206,614.02
258409,614.04
258612,614.3
258815,614.38
259002,613.8
259205,613.55
259408,614.13
259610,613.7
259813,613.7
260000,613.7
260203,613.51
260406,613.28
260609,613.7
260812,613.26
261014,612.5
261202,612.16
261404,613.09
261607,612.67
261810,612.5
262013,612.84
262200,612.48
262403,612.4
262606,612.14
262808,612.31
263011,612.31
263214,611.85
263401,612.11
263604,611.77
263807,611.78
264010,611.45
264212,611.85
264400,611.26
264602,611.53
264805,611.11
265008,611.62
265211,611.2
265414,611.13
265601,611.05
265804,611.11
266007,610.69
266209,611.28
266412,610.41
266615,610.06
266802,610.21
267005,610.38
267208,610.4
267411,609.96
267613,610.57
267801,610.06
268003,609.99
268206,609.74
268409,610.08
268612,609.74
268815,609.4
269002,609.4
269205,609.4
269407,609.14
269610,608.37
269813,608.96
270000,608.54
270203,608.96
270406,608.86
270609,609.03
270811,608.76
271014,608.16
271201,608.5
271404,608.5
271607,608.41
271810,608.33
272013,608.16
272200,607.99
272403,607.99
272605,607.76
272808,608.01
273011,607.59
273214,607.17
273401,607.52
273604,607.34
273807,607.17
274009,607.07
274212,607.15
274415,606.81
274602,606.98
274805,607
275008,606.92
275211,606.66
275413,606.49
275601,606.64
275803,606.32
276006,606.41
276209,605.81
276412,606.07
276615,605.47
276802,605.89
277005,605.61
277207,605.61
277410,605.61
277613,605.1
277800,605.89
278003,605.47
278206,605.57
278409,605.47
278611,605.14
278814,605.12
279001,604.78
279204,604.86
279407,604.78
279610,604.68
279813,604.44
280000,603.76
280203,604.08
280405,604.1
280608,604.18
280811,604.1
281014,603.74
281201,604.1
281404,603.76
281607,603.58
281809,603.44
282012,603.86
282215,603.26
282402,603.09
282605,603.42
282808,602.92
283011,602.57
283213,602.75
283401,602.83
283603,602.75
283806,602.94
284009,602.68
284212,602.26
284415,602.49
284602,602.07
284805,602.32
285007,602.05
285210,602.05
285413,601.7
285600,602.22
285803,601.88
286006,601.19
286209,601.45
286411,601.02
286614,601.53
286801,601.29
287004,600.85
287207,600.79
287410,600.68
287613,600.79
287800,600.53
288003,599.85
288205,600.45
288408,600.36
288611,600.02
288814,600.17
289001,599.73
289204,599.65
289407,600.26
289609,599.31
289812,599.8
290015,599.55
290202,599.63
290405,599.05
290608,598.65
290811,599.07
291013,598.82
291201,598.82
291403,598.65
291606,598.99
291809,598.63
292012,598.29
292215,598.46
292402,598.97
292605,598.12
292807,598.18
293010,597.93
293213,597.93
293400,597.56
293603,597.59
293806,597.76
294009,597.22
294211,597.22
294414,597.39
294601,597.56
294804,596.88
295007,596.73
295210,597.24
295413,597.07
295600,596.73
295803,596.73
296005,596.73
296208,595.71
296411,596.65
296614,596.88
296801,595.69
297004,595.69
297207,596.37
297410,595.43
297612,595.69
297800,595.86
298002,595.86
298205,595.01
298408,595.27
298611,595.35
298814,595.01
299001,595.18
299204,594.66
299406,595.01
299609,594.69
299812,594.6
300015,594.52
300202,594.43
300405,593.98
300608,594.24
300810,594.52
301013,594.34
301200,593.66
301403,594.2
301606,594.02
301809,593.85
302012,593.59
302214,593.51
302402,593.51
302604,593.34
302807,593.17
303010,593.07
303213,593
303400,592.81
303603,592.64
303806,592.13
304008,592.72
304211,592.47
304414,592.13
304601,592.3
304804,592.13
305007,592.13
305210,591.79
305412,591.86
305600,591.79
305802,591.59
306005,591.1
306208,591.44
306411,591.35
306614,590.93
306801,590.93
307004,590.78
307206,590.7
307409,590.1
307612,590.78
307815,590.61
308002,590.78
308205,590.35
308408,590.61
308610,590.27
308813,589.76
309000,589.95
309203,590.04
309406,589.97
309609,589.45
309812,589.61
310014,589.27
310202,588.76
310404,589.27
310607,589.09
310810,589.27
311013,588.66
311200,588.76
311403,589.1
311606,588.76
311808,588.74
312011,588.66
312214,588.23
312401,588.22
312604,587.88
312807,588.4
313010,587.8
313212,587.91
313400,587.65
313602,587.22
313805,587.3
314008,587.56
314211,587.24
314414,587.07
314601,587.42
314804,587.16
315006,586.73
315209,586.82
315412,586.56
315615,586.73
315802,586.14
316005,586.9
316208,585.79
316410,585.37
316613,586.39
316800,585.54
317003,586.22
317206,585.54
317409,586.22
317612,585.71
317814,585.03
318002,585.03
318204,585.29
318407,585.37
318610,584.43
318813,584.52
319000,584.86
319203,584.17
319406,584.43
319608,584.52
319811,583.83
320014,583.77
320201,583.66
320404,584.17
320607,583.32
320810,583.32
321012,583.49
321200,583.26
321402,582.66
321605,583.42
321808,582.64
322011,583.08
322214,582.81
322401,582.64
322604,582.9
322806,581.96
323009,582.36
323212,582.11
323415,582.2
323602,582.64
323805,581.94
324008,582.11
324210,581.42
324413,581.79
324600,581.44
324803,581.89
325006,581.64
325209,581.27
325412,581.35
325614,581.27
325802,581.02
326004,580.59
326207,580.42
326410,580.76
326613,581.02
326800,580.59
327003,579.91
327206,580.51
327408,580.06
327611,579.97
327814,580.23
328001,579.55
328204,579.64
328407,578.86
328610,579.64
328813,579.38
329000,579.3
329203,579.38
329405,579.06
329608,579.06
329811,578.03
330014,578.72
330201,578.35
330404,578.34
330607,578.16
330809,578.33
331012,578.07
331215,577.63
331402,577.81
331605,577.99
331808,577.57
332011,577.82
332213,577.33
332401,577.5
332603,577.16
332806,577.16
333009,577.31
333212,577.15
333415,576.65
333602,576.82
333805,576.41
334007,576.84
334210,576.16
334413,576.14
334600,575.79
334803,576.42
335006,576.16
335209,575.56
335411,575.65
335614,575.39
335801,574.96
336004,575.46
336207,575.28
336410,574.96
336613,575.04
336800,575.3
337003,574.88
337205,574.45
337408,574.88
337611,575.13
337814,573.94
338001,574.11
338204,574.45
338407,573.85
338609,573.6
338812,573.52
339015,573.43
339202,573.43
339405,573.94
339608,573.26
339811,573.07
340013,573.07
340201,572.64
340403,572.36
340606,572.79
340809,572.87
341012,572.7
341215,572.36
341402,572.36
341605,572.02
341807,571.7
342010,572.04
342213,571.55
342400,571.89
342603,571.38
342806,571.72
343009,571.38
343211,570.53
343414,571.21
343601,571.55
343804,571.21
344007,570.61
344210,570.89
344413,570.46
344600,570.38
344803,570.38
345005,570.72
345208,569.7
345411,569.86
345614,570.53
345801,569.93
346004,569.85
346207,569.16
346409,569.67
346612,569.33
346815,569.24
347002,569.31
347205,569.41
347408,568.65
347611,568.82
347813,569.07
348001,568.65
348203,568.4
348406,567.97
348609,568.4
348812,567.8
349015,568.31
349202,567.89
349405,567.8
349607,567.81
349810,567.99
350013,567.73
350200,567.31
350403,567.22
350606,567.48
350809,567.14
351011,567.22
351214,566.97
351401,566.56
351604,566.65
351807,566.72
352010,565.77
352213,566.11
352400,566.11
352603,566.11
352805,565.68
353008,566.11
353211,565.94
353414,565.41
353601,565.26
353804,565.52
354007,565.43
354209,565.27
354412,565.6
354615,564.67
354802,564.75
355005,565.09
355208,564.48
355411,564.22
355613,564.74
355801,564.75
356003,563.82
356206,564.22
356409,564.58
356612,563.8
356815,563.73
357002,563.64
357205,563.04
357407,563.55
357610,562.53
357813,563.39
358000,562.87
358203,562.7
358406,562.96
358609,562.53
358812,562.87
359014,562.02
359202,562.53
359404,562.43
359607,562.17
359810,561.83
360013,561.83
360200,562
360403,561.4
360606,561.15
360808,561.41
361011,561.49
361214,560.9
361401,561.32
361604,560.98
361807,560.72
362010,560.63
362212,560.9
362400,560.61
362602,560.87
362805,560.25
363008,560.76
363211,560.25
363414,559.91
363601,559.91
363804,559.59
364006,559.94
364209,559.44
364412,559.61
364615,559.27
364802,559.95
365005,559.27
365208,558.93
365410,559.1
365613,559.1
365800,558.84
366003,558.61
366206,558.95
366409,558.68
366612,558.59
366814,558.42
367002,557.73
367204,557.73
367407,557.37
367610,557.71
367813,557.37
368000,557.71
368203,557.38
368406,557.54
368608,557.3
368811,557.39
369014,556.96
369201,556.37
369404,556.69
369607,556.69
369810,556.5
370012,556.08
370200,556.18
370402,555.65
370605,555.92
370808,556.16
371011,555.56
371214,555.82
371401,555.64
371604,555.28
371806,555.62
372009,555.54
372212,555.11
372415,555.29
372602,554.96
372805,555.04
373008,554.45
373210,554.79
373413,554.44
373600,554.28
373803,554.28
374006,553.94
374209,554.11
374412,554.28
374614,553.94
374802,553.6
375004,553.45
375207,553.36
375410,553.79
375613,553.03
375800,553.28
376003,553.45
376206,553.2
376408,553.28
376611,552.77
376814,552.6
377001,553.11
377204,552.26
377407,552.77
377610,552.43
377812,552.08
378000,551.99
378202,551.59
378405,552.26
378608,551.74
378811,551.74
379014,551.74
379201,551.4
379404,551.22
379606,551.91
379809,551.22
380012,550.53
380215,550.88
380402,550.7
380605,550.89
380808,550.03
381010,550.72
381213,550.11
381400,550.36
381603,550.02
381806,550.28
382009,550.17
382212,549.68
382414,550.02
382602,549.77
382804,549.33
383007,549.23
383210,548.97
383413,549.31
383600,549.04
383803,549.12
384006,548.88
384208,548.8
384411,548.89
384614,548.8
384801,548.31
385004,548.31
385207,548.48
385410,548.4
385612,548.14
385800,547.8
386002,548.05
386205,547.63
386408,547.8
386611,548.48
386814,547.57
387001,547.33
387204,547.84
387406,547.84
387609,547.67
387812,547.24
388015,547.33
388202,547.31
388405,546.99
388608,547.83
388810,547.16
389013,547.5
389200,547.24
389403,547.16
389606,547.27
389809,547.35
390012,547.17
390215,548.01
390402,547.5
390605,547.42
390807,547.16
391010,547.15
391213,547.31
391400,547.31
391603,547.31
391806,547.31
392009,547.31
392211,547.63
392414,547.29
392601,547.1
392804,547.01
393007,546.92
393210,547.38
393413,546.95
393600,547.12
393803,547.12
394005,546.95
394208,547.04
394411,547.46
394614,547.12
394801,547.46
395004,547.12
395207,547.12
395409,547.4
395612,547.65
395815,547.82
396002,547.16
396205,547.67
396408,547.41
396611,547.67
396813,547.42
397001,547.5
397203,547.5
397406,547.74
397609,548.01
397812,547.83
398015,548.69
398202,548.18
398405,548.35
398607,548.52
398810,548.27
399013,548.52
399200,548.52
399403,548.01
399606,548.69
399809,548.35
